gbifID,species,genus,family,class,phylum,file_name
779866257,Stenurella melanura,Stenurella,Cerambycidae,Insecta,Arthropoda,Arthropoda/Insecta/Cerambycidae/Stenurella/Stenurella_melanura/779866257.mp3
779851589,Corvus cornix,Corvus,Corvidae,Aves,Chordata,Chordata/Aves/Corvidae/Corvus/Corvus_cornix/779851589.mp3
779857276,Haliaeetus vocifer,Haliaeetus,Accipitridae,Aves,Chordata,Chordata/Aves/Accipitridae/Haliaeetus/Haliaeetus_vocifer/779857276.mp3
779864197,Ploceus castaneiceps,Ploceus,Ploceidae,Aves,Chordata,Chordata/Aves/Ploceidae/Ploceus/Ploceus_castaneiceps/779864197.mp3
1062919963,Prunella modularis,Prunella,Prunellidae,Aves,Chordata,Chordata/Aves/Prunellidae/Prunella/Prunella_modularis/1062919963.mp3
779849681,Cervus elaphus,Cervus,Cervidae,Mammalia,Chordata,Chordata/Mammalia/Cervidae/Cervus/Cervus_elaphus/779849681.mp3
779855240,Ficedula parva,Ficedula,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Ficedula/Ficedula_parva/779855240.mp3
1269848208,Turdus iliacus,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_iliacus/1269848208.mp3
779858377,Larus canus,Larus,Laridae,Aves,Chordata,Chordata/Aves/Laridae/Larus/Larus_canus/779858377.mp3
779846434,Apus apus,Apus,Apodidae,Aves,Chordata,Chordata/Aves/Apodidae/Apus/Apus_apus/779846434.mp3
1229953073,Cissa chinensis,Cissa,Corvidae,Aves,Chordata,Chordata/Aves/Corvidae/Cissa/Cissa_chinensis/1229953073.mp3
1052813254,Sitta europaea,Sitta,Sittidae,Aves,Chordata,Chordata/Aves/Sittidae/Sitta/Sitta_europaea/1052813254.mp3
991947844,Poecile montanus,Poecile,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Poecile/Poecile_montanus/991947844.mp3
779859755,Milvus milvus,Milvus,Accipitridae,Aves,Chordata,Chordata/Aves/Accipitridae/Milvus/Milvus_milvus/779859755.mp3
779860897,Ovibos moschatus,Ovibos,Bovidae,Mammalia,Chordata,Chordata/Mammalia/Bovidae/Ovibos/Ovibos_moschatus/779860897.mp3
1052807469,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/1052807469.mp3
779855496,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779855496.mp3
1229954412,Threskiornis melanocephalus,Threskiornis,Threskiornithidae,Aves,Chordata,Chordata/Aves/Threskiornithidae/Threskiornis/Threskiornis_melanocephalus/1229954412.mp3
779851106,Coloeus monedula,Coloeus,Corvidae,Aves,Chordata,Chordata/Aves/Corvidae/Coloeus/Coloeus_monedula/779851106.mp3
1052810319,Loxia curvirostra,Loxia,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Loxia/Loxia_curvirostra/1052810319.mp3
779858928,Lullula arborea,Lullula,Alaudidae,Aves,Chordata,Chordata/Aves/Alaudidae/Lullula/Lullula_arborea/779858928.mp3
779858946,Lullula arborea,Lullula,Alaudidae,Aves,Chordata,Chordata/Aves/Alaudidae/Lullula/Lullula_arborea/779858946.mp3
779858232,Lanius cristatus,Lanius,Laniidae,Aves,Chordata,Chordata/Aves/Laniidae/Lanius/Lanius_cristatus/779858232.mp3
779848842,Canis lupus,Canis,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Canis/Canis_lupus/779848842.mp3
779857139,Guira guira,Guira,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Guira/Guira_guira/779857139.mp3
779846735,Asio otus,Asio,Strigidae,Aves,Chordata,Chordata/Aves/Strigidae/Asio/Asio_otus/779846735.mp3
779850729,Pseudochorthippus parallelus,Pseudochorthippus,Acrididae,Insecta,Arthropoda,Arthropoda/Insecta/Acrididae/Pseudochorthippus/Pseudochorthippus_parallelus/779850729.mp3
779853039,Dryocopus martius,Dryocopus,Picidae,Aves,Chordata,Chordata/Aves/Picidae/Dryocopus/Dryocopus_martius/779853039.mp3
779847332,Branta ruficollis,Branta,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Branta/Branta_ruficollis/779847332.mp3
779844415,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/779844415.mp3
779867069,Sylvia atricapilla,Sylvia,Sylviidae,Aves,Chordata,Chordata/Aves/Sylviidae/Sylvia/Sylvia_atricapilla/779867069.mp3
779858825,Loxia leucoptera,Loxia,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Loxia/Loxia_leucoptera/779858825.mp3
991952285,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/991952285.mp3
779859023,Luscinia megarhynchos,Luscinia,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Luscinia/Luscinia_megarhynchos/779859023.mp3
779844385,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/779844385.mp3
779853793,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853793.mp3
779864252,Poecile montanus,Poecile,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Poecile/Poecile_montanus/779864252.mp3
779848059,Canis lupus,Canis,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Canis/Canis_lupus/779848059.mp3
1052802726,Canis lupus,Canis,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Canis/Canis_lupus/1052802726.mp3
1143514929,Goura victoria,Goura,Columbidae,Aves,Chordata,Chordata/Aves/Columbidae/Goura/Goura_victoria/1143514929.mp3
991890445,Erithacus rubecula,Erithacus,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Erithacus/Erithacus_rubecula/991890445.mp3
779858784,Lophura diardi,Lophura,Phasianidae,Aves,Chordata,Chordata/Aves/Phasianidae/Lophura/Lophura_diardi/779858784.mp3
1052806640,Erithacus rubecula,Erithacus,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Erithacus/Erithacus_rubecula/1052806640.mp3
779854068,Emberiza rustica,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_rustica/779854068.mp3
779849022,Capreolus pygargus,Capreolus,Cervidae,Mammalia,Chordata,Chordata/Mammalia/Cervidae/Capreolus/Capreolus_pygargus/779849022.mp3
1052810318,Lophophanes cristatus,Lophophanes,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Lophophanes/Lophophanes_cristatus/1052810318.mp3
779854249,Equus quagga,Equus,Equidae,Mammalia,Chordata,Chordata/Mammalia/Equidae/Equus/Equus_quagga/779854249.mp3
779863671,Phylloscopus trochilus,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_trochilus/779863671.mp3
779865187,Pyrrhula pyrrhula,Pyrrhula,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Pyrrhula/Pyrrhula_pyrrhula/779865187.mp3
1052810864,Motacilla alba,Motacilla,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Motacilla/Motacilla_alba/1052810864.mp3
1052813829,Turdus philomelos,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_philomelos/1052813829.mp3
779856089,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779856089.mp3
1230056219,Dicrurus adsimilis,Dicrurus,Dicruridae,Aves,Chordata,Chordata/Aves/Dicruridae/Dicrurus/Dicrurus_adsimilis/1230056219.mp3
779869293,Varecia rubra,Varecia,Lemuridae,Mammalia,Chordata,Chordata/Mammalia/Lemuridae/Varecia/Varecia_rubra/779869293.mp3
779856345,Gallicolumba tristigmata,Gallicolumba,Columbidae,Aves,Chordata,Chordata/Aves/Columbidae/Gallicolumba/Gallicolumba_tristigmata/779856345.mp3
779854008,Emberiza leucocephalos,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_leucocephalos/779854008.mp3
779862667,Philetairus socius,Philetairus,Passeridae,Aves,Chordata,Chordata/Aves/Passeridae/Philetairus/Philetairus_socius/779862667.mp3
779854639,Eumetopias jubatus,Eumetopias,Otariidae,Mammalia,Chordata,Chordata/Mammalia/Otariidae/Eumetopias/Eumetopias_jubatus/779854639.mp3
779849044,Caprimulgus europaeus,Caprimulgus,Caprimulgidae,Aves,Chordata,Chordata/Aves/Caprimulgidae/Caprimulgus/Caprimulgus_europaeus/779849044.mp3
1229950823,Aquila nipalensis,Aquila,Accipitridae,Aves,Chordata,Chordata/Aves/Accipitridae/Aquila/Aquila_nipalensis/1229950823.mp3
1143567598,Turdus philomelos,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_philomelos/1143567598.mp3
779865616,Regulus ignicapilla,Regulus,Regulidae,Aves,Chordata,Chordata/Aves/Regulidae/Regulus/Regulus_ignicapilla/779865616.mp3
1249268816,Cyanistes caeruleus,Cyanistes,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Cyanistes/Cyanistes_caeruleus/1249268816.mp3
1143514650,Coracopsis vasa,Coracopsis,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Coracopsis/Coracopsis_vasa/1143514650.mp3
893457315,Certhia familiaris,Certhia,Certhiidae,Aves,Chordata,Chordata/Aves/Certhiidae/Certhia/Certhia_familiaris/893457315.mp3
991906015,Lanius collurio,Lanius,Laniidae,Aves,Chordata,Chordata/Aves/Laniidae/Lanius/Lanius_collurio/991906015.mp3
779845274,Anas platyrhynchos,Anas,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Anas/Anas_platyrhynchos/779845274.mp3
779865069,Puma concolor,Puma,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Puma/Puma_concolor/779865069.mp3
779846424,Apus apus,Apus,Apodidae,Aves,Chordata,Chordata/Aves/Apodidae/Apus/Apus_apus/779846424.mp3
779845077,Alectoris rufa,Alectoris,Phasianidae,Aves,Chordata,Chordata/Aves/Phasianidae/Alectoris/Alectoris_rufa/779845077.mp3
1229954190,Phoeniconaias minor,Phoeniconaias,Phoenicopteridae,Aves,Chordata,Chordata/Aves/Phoenicopteridae/Phoeniconaias/Phoeniconaias_minor/1229954190.mp3
779849281,Spinus spinus,Spinus,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Spinus/Spinus_spinus/779849281.mp3
779866514,Strix aluco,Strix,Strigidae,Aves,Chordata,Chordata/Aves/Strigidae/Strix/Strix_aluco/779866514.mp3
779849787,Charadrius dubius,Charadrius,Charadriidae,Aves,Chordata,Chordata/Aves/Charadriidae/Charadrius/Charadrius_dubius/779849787.mp3
779853619,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853619.mp3
779856361,Gallinago gallinago,Gallinago,Scolopacidae,Aves,Chordata,Chordata/Aves/Scolopacidae/Gallinago/Gallinago_gallinago/779856361.mp3
779855575,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779855575.mp3
1132421058,Iduna pallida,Iduna,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Iduna/Iduna_pallida/1132421058.mp3
779844792,Aegithalos caudatus,Aegithalos,Aegithalidae,Aves,Chordata,Chordata/Aves/Aegithalidae/Aegithalos/Aegithalos_caudatus/779844792.mp3
1052812638,Pyrrhula pyrrhula,Pyrrhula,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Pyrrhula/Pyrrhula_pyrrhula/1052812638.mp3
779855658,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779855658.mp3
893420971,Apis mellifera,Apis,Apidae,Insecta,Arthropoda,Arthropoda/Insecta/Apidae/Apis/Apis_mellifera/893420971.mp3
779849534,Certhia brachydactyla,Certhia,Certhiidae,Aves,Chordata,Chordata/Aves/Certhiidae/Certhia/Certhia_brachydactyla/779849534.mp3
1143514997,Larosterna inca,Larosterna,Laridae,Aves,Chordata,Chordata/Aves/Laridae/Larosterna/Larosterna_inca/1143514997.mp3
779855479,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779855479.mp3
1143515034,Lullula arborea,Lullula,Alaudidae,Aves,Chordata,Chordata/Aves/Alaudidae/Lullula/Lullula_arborea/1143515034.mp3
779856451,Gallinula chloropus,Gallinula,Rallidae,Aves,Chordata,Chordata/Aves/Rallidae/Gallinula/Gallinula_chloropus/779856451.mp3
779850016,Chloris chloris,Chloris,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Chloris/Chloris_chloris/779850016.mp3
779859008,Luscinia megarhynchos,Luscinia,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Luscinia/Luscinia_megarhynchos/779859008.mp3
1143514718,Ducula carola,Ducula,Columbidae,Aves,Chordata,Chordata/Aves/Columbidae/Ducula/Ducula_carola/1143514718.mp3
779860732,Oriolus oriolus,Oriolus,Oriolidae,Aves,Chordata,Chordata/Aves/Oriolidae/Oriolus/Oriolus_oriolus/779860732.mp3
779860230,Neofelis nebulosa,Neofelis,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Neofelis/Neofelis_nebulosa/779860230.mp3
779855299,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779855299.mp3
1143514567,Burhinus oedicnemus,Burhinus,Burhinidae,Aves,Chordata,Chordata/Aves/Burhinidae/Burhinus/Burhinus_oedicnemus/1143514567.mp3
779847539,Buceros rhinoceros,Buceros,Bucerotidae,Aves,Chordata,Chordata/Aves/Bucerotidae/Buceros/Buceros_rhinoceros/779847539.mp3
779846193,Anthus trivialis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_trivialis/779846193.mp3
893479986,Leontopithecus rosalia,Leontopithecus,Callitrichidae,Mammalia,Chordata,Chordata/Mammalia/Callitrichidae/Leontopithecus/Leontopithecus_rosalia/893479986.mp3
779866177,Somateria mollissima,Somateria,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Somateria/Somateria_mollissima/779866177.mp3
779854608,Eudyptes chrysocome,Eudyptes,Spheniscidae,Aves,Chordata,Chordata/Aves/Spheniscidae/Eudyptes/Eudyptes_chrysocome/779854608.mp3
1132421222,Poecile palustris,Poecile,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Poecile/Poecile_palustris/1132421222.mp3
1052811465,Parus major,Parus,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Parus/Parus_major/1052811465.mp3
779853876,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853876.mp3
779855343,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779855343.mp3
893395244,Acinonyx jubatus,Acinonyx,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Acinonyx/Acinonyx_jubatus/893395244.mp3
1230246790,Philemon buceroides,Philemon,Meliphagidae,Aves,Chordata,Chordata/Aves/Meliphagidae/Philemon/Philemon_buceroides/1230246790.mp3
893469542,Erithacus rubecula,Erithacus,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Erithacus/Erithacus_rubecula/893469542.mp3
779855663,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779855663.mp3
893469062,Emberiza aureola,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_aureola/893469062.mp3
779869333,Vulpes lagopus,Vulpes,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Vulpes/Vulpes_lagopus/779869333.mp3
779846261,Anthus trivialis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_trivialis/779846261.mp3
893489900,Phylloscopus collybita,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_collybita/893489900.mp3
779853678,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853678.mp3
779869048,Turdus pilaris,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_pilaris/779869048.mp3
779849928,Chlidonias leucopterus,Chlidonias,Laridae,Aves,Chordata,Chordata/Aves/Laridae/Chlidonias/Chlidonias_leucopterus/779849928.mp3
779864268,Poecile montanus,Poecile,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Poecile/Poecile_montanus/779864268.mp3
1052812643,Pyrrhula pyrrhula,Pyrrhula,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Pyrrhula/Pyrrhula_pyrrhula/1052812643.mp3
779853779,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853779.mp3
779847719,Buteo buteo,Buteo,Accipitridae,Aves,Chordata,Chordata/Aves/Accipitridae/Buteo/Buteo_buteo/779847719.mp3
779856710,Garrulus glandarius,Garrulus,Corvidae,Aves,Chordata,Chordata/Aves/Corvidae/Garrulus/Garrulus_glandarius/779856710.mp3
779860887,Otus scops,Otus,Strigidae,Aves,Chordata,Chordata/Aves/Strigidae/Otus/Otus_scops/779860887.mp3
779857651,Hygrolycosa rubrofasciata,Hygrolycosa,Lycosidae,Arachnida,Arthropoda,Arthropoda/Arachnida/Lycosidae/Hygrolycosa/Hygrolycosa_rubrofasciata/779857651.mp3
779867367,Sylvia curruca,Sylvia,Sylviidae,Aves,Chordata,Chordata/Aves/Sylviidae/Sylvia/Sylvia_curruca/779867367.mp3
779845014,Alauda arvensis,Alauda,Alaudidae,Aves,Chordata,Chordata/Aves/Alaudidae/Alauda/Alauda_arvensis/779845014.mp3
779868417,Troglodytes troglodytes,Troglodytes,Troglodytidae,Aves,Chordata,Chordata/Aves/Troglodytidae/Troglodytes/Troglodytes_troglodytes/779868417.mp3
1229953783,Musophaga rossae,Musophaga,Musophagidae,Aves,Chordata,Chordata/Aves/Musophagidae/Musophaga/Musophaga_rossae/1229953783.mp3
779851608,Corvus cornix,Corvus,Corvidae,Aves,Chordata,Chordata/Aves/Corvidae/Corvus/Corvus_cornix/779851608.mp3
779864608,Porzana porzana,Porzana,Rallidae,Aves,Chordata,Chordata/Aves/Rallidae/Porzana/Porzana_porzana/779864608.mp3
1052813286,Sitta europaea,Sitta,Sittidae,Aves,Chordata,Chordata/Aves/Sittidae/Sitta/Sitta_europaea/1052813286.mp3
1052813845,Turdus philomelos,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_philomelos/1052813845.mp3
779854708,Felis chaus,Felis,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Felis/Felis_chaus/779854708.mp3
779851956,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/779851956.mp3
893464018,Dendrocopos major,Dendrocopos,Picidae,Aves,Chordata,Chordata/Aves/Picidae/Dendrocopos/Dendrocopos_major/893464018.mp3
779860240,Neofelis nebulosa,Neofelis,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Neofelis/Neofelis_nebulosa/779860240.mp3
779849741,Cervus elaphus,Cervus,Cervidae,Mammalia,Chordata,Chordata/Mammalia/Cervidae/Cervus/Cervus_elaphus/779849741.mp3
779857928,Iduna pallida,Iduna,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Iduna/Iduna_pallida/779857928.mp3
1249268951,Erithacus rubecula,Erithacus,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Erithacus/Erithacus_rubecula/1249268951.mp3
779858027,Jynx torquilla,Jynx,Picidae,Aves,Chordata,Chordata/Aves/Picidae/Jynx/Jynx_torquilla/779858027.mp3
1249269197,Lamprotornis caudatus,Lamprotornis,Sturnidae,Aves,Chordata,Chordata/Aves/Sturnidae/Lamprotornis/Lamprotornis_caudatus/1249269197.mp3
779864585,Porzana porzana,Porzana,Rallidae,Aves,Chordata,Chordata/Aves/Rallidae/Porzana/Porzana_porzana/779864585.mp3
893491431,Sitta europaea,Sitta,Sittidae,Aves,Chordata,Chordata/Aves/Sittidae/Sitta/Sitta_europaea/893491431.mp3
1052805985,Cyanistes caeruleus,Cyanistes,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Cyanistes/Cyanistes_caeruleus/1052805985.mp3
1052806650,Erithacus rubecula,Erithacus,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Erithacus/Erithacus_rubecula/1052806650.mp3
1052806657,Erithacus rubecula,Erithacus,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Erithacus/Erithacus_rubecula/1052806657.mp3
1229950883,Buteogallus meridionalis,Buteogallus,Accipitridae,Aves,Chordata,Chordata/Aves/Accipitridae/Buteogallus/Buteogallus_meridionalis/1229950883.mp3
779860119,Nasua nasua,Nasua,Procyonidae,Mammalia,Chordata,Chordata/Mammalia/Procyonidae/Nasua/Nasua_nasua/779860119.mp3
779869273,Vanellus miles,Vanellus,Charadriidae,Aves,Chordata,Chordata/Aves/Charadriidae/Vanellus/Vanellus_miles/779869273.mp3
779859122,Luscinia megarhynchos,Luscinia,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Luscinia/Luscinia_megarhynchos/779859122.mp3
779844954,Ailuroedus buccoides,Ailuroedus,Ptilonorhynchidae,Aves,Chordata,Chordata/Aves/Ptilonorhynchidae/Ailuroedus/Ailuroedus_buccoides/779844954.mp3
779869304,Varecia variegata,Varecia,Lemuridae,Mammalia,Chordata,Chordata/Mammalia/Lemuridae/Varecia/Varecia_variegata/779869304.mp3
779846211,Anthus trivialis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_trivialis/779846211.mp3
779844952,Ailuroedus buccoides,Ailuroedus,Ptilonorhynchidae,Aves,Chordata,Chordata/Aves/Ptilonorhynchidae/Ailuroedus/Ailuroedus_buccoides/779844952.mp3
779864985,Puma concolor,Puma,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Puma/Puma_concolor/779864985.mp3
779844420,Acrocephalus schoenobaenus,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_schoenobaenus/779844420.mp3
779844396,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/779844396.mp3
779868416,Troglodytes troglodytes,Troglodytes,Troglodytidae,Aves,Chordata,Chordata/Aves/Troglodytidae/Troglodytes/Troglodytes_troglodytes/779868416.mp3
779866915,Sus scrofa,Sus,Suidae,Mammalia,Chordata,Chordata/Mammalia/Suidae/Sus/Sus_scrofa/779866915.mp3
779863849,Phylloscopus trochiloides,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_trochiloides/779863849.mp3
1229953248,Francolinus francolinus,Francolinus,Phasianidae,Aves,Chordata,Chordata/Aves/Phasianidae/Francolinus/Francolinus_francolinus/1229953248.mp3
779850003,Chloris chloris,Chloris,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Chloris/Chloris_chloris/779850003.mp3
1249269135,Gracula religiosa,Gracula,Sturnidae,Aves,Chordata,Chordata/Aves/Sturnidae/Gracula/Gracula_religiosa/1249269135.mp3
779851281,Copsychus malabaricus,Copsychus,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Copsychus/Copsychus_malabaricus/779851281.mp3
779853951,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853951.mp3
991881612,Chloris chloris,Chloris,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Chloris/Chloris_chloris/991881612.mp3
779867366,Sylvia curruca,Sylvia,Sylviidae,Aves,Chordata,Chordata/Aves/Sylviidae/Sylvia/Sylvia_curruca/779867366.mp3
779854175,Emberiza spodocephala,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_spodocephala/779854175.mp3
779854677,Falco peregrinus,Falco,Falconidae,Aves,Chordata,Chordata/Aves/Falconidae/Falco/Falco_peregrinus/779854677.mp3
779846610,Ardea cinerea,Ardea,Ardeidae,Aves,Chordata,Chordata/Aves/Ardeidae/Ardea/Ardea_cinerea/779846610.mp3
991947846,Poecile montanus,Poecile,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Poecile/Poecile_montanus/991947846.mp3
1229953203,Dendrocitta vagabunda,Dendrocitta,Corvidae,Aves,Chordata,Chordata/Aves/Corvidae/Dendrocitta/Dendrocitta_vagabunda/1229953203.mp3
779846087,Anthus trivialis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_trivialis/779846087.mp3
1229652019,Ketupa zeylonensis,Ketupa,Strigidae,Aves,Chordata,Chordata/Aves/Strigidae/Ketupa/Ketupa_zeylonensis/1229652019.mp3
779845262,Anas platyrhynchos,Anas,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Anas/Anas_platyrhynchos/779845262.mp3
1229953166,Crossoptilon mantchuricum,Crossoptilon,Phasianidae,Aves,Chordata,Chordata/Aves/Phasianidae/Crossoptilon/Crossoptilon_mantchuricum/1229953166.mp3
779846734,Asio otus,Asio,Strigidae,Aves,Chordata,Chordata/Aves/Strigidae/Asio/Asio_otus/779846734.mp3
991952266,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/991952266.mp3
779869768,Vulpes corsac,Vulpes,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Vulpes/Vulpes_corsac/779869768.mp3
1229950725,Alectoris graeca,Alectoris,Phasianidae,Aves,Chordata,Chordata/Aves/Phasianidae/Alectoris/Alectoris_graeca/1229950725.mp3
779862924,Phoenicurus phoenicurus,Phoenicurus,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Phoenicurus/Phoenicurus_phoenicurus/779862924.mp3
779852818,Dendrocoptes medius,Dendrocoptes,Picidae,Aves,Chordata,Chordata/Aves/Picidae/Dendrocoptes/Dendrocoptes_medius/779852818.mp3
779853637,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853637.mp3
779865070,Puma concolor,Puma,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Puma/Puma_concolor/779865070.mp3
779865818,Saguinus imperator,Saguinus,Callitrichidae,Mammalia,Chordata,Chordata/Mammalia/Callitrichidae/Saguinus/Saguinus_imperator/779865818.mp3
